2022-11-17 14:07:17,042 INFO    StreamThr :20600 [internal.py:wandb_internal():88] W&B internal server running at pid: 20600, started at: 2022-11-17 14:07:17.037814
2022-11-17 14:07:17,042 DEBUG   HandlerThread:20600 [handler.py:handle_request():139] handle_request: status
2022-11-17 14:07:17,042 DEBUG   SenderThread:20600 [sender.py:send_request():317] send_request: status
2022-11-17 14:07:17,069 DEBUG   SenderThread:20600 [sender.py:send():303] send: header
2022-11-17 14:07:17,069 INFO    WriterThread:20600 [datastore.py:open_for_write():75] open: c:\Users\sgopalakrish\Downloads\intellizenz-model-training\Neuro-symbolic-AI\SLASH\TabNet\wandb\run-20221117_140717-1ask20ne\run-1ask20ne.wandb
2022-11-17 14:07:17,146 DEBUG   SenderThread:20600 [sender.py:send():303] send: run
2022-11-17 14:07:17,560 DEBUG   HandlerThread:20600 [handler.py:handle_request():139] handle_request: check_version
2022-11-17 14:07:17,567 INFO    SenderThread:20600 [dir_watcher.py:__init__():216] watching files in: c:\Users\sgopalakrish\Downloads\intellizenz-model-training\Neuro-symbolic-AI\SLASH\TabNet\wandb\run-20221117_140717-1ask20ne\files
2022-11-17 14:07:17,567 INFO    SenderThread:20600 [sender.py:_start_run_threads():928] run started: 1ask20ne with start time 1668690437.048931
2022-11-17 14:07:17,567 DEBUG   SenderThread:20600 [sender.py:send():303] send: summary
2022-11-17 14:07:17,568 INFO    SenderThread:20600 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-11-17 14:07:17,568 DEBUG   SenderThread:20600 [sender.py:send_request():317] send_request: check_version
2022-11-17 14:07:17,666 DEBUG   HandlerThread:20600 [handler.py:handle_request():139] handle_request: run_start
2022-11-17 14:07:17,743 DEBUG   HandlerThread:20600 [system_info.py:__init__():31] System info init
2022-11-17 14:07:17,743 DEBUG   HandlerThread:20600 [system_info.py:__init__():46] System info init done
2022-11-17 14:07:17,743 INFO    HandlerThread:20600 [system_monitor.py:start():150] Starting system monitor
2022-11-17 14:07:17,743 INFO    SystemMonitor:20600 [system_monitor.py:_start():116] Starting system asset monitoring threads
2022-11-17 14:07:17,744 INFO    HandlerThread:20600 [system_monitor.py:probe():168] Collecting system info
2022-11-17 14:07:17,749 INFO    SystemMonitor:20600 [interfaces.py:start():168] Started cpu
2022-11-17 14:07:17,750 INFO    SystemMonitor:20600 [interfaces.py:start():168] Started disk
2022-11-17 14:07:17,751 INFO    SystemMonitor:20600 [interfaces.py:start():168] Started gpu
2022-11-17 14:07:17,751 INFO    SystemMonitor:20600 [interfaces.py:start():168] Started memory
2022-11-17 14:07:17,764 INFO    SystemMonitor:20600 [interfaces.py:start():168] Started network
2022-11-17 14:07:17,776 DEBUG   HandlerThread:20600 [system_info.py:probe():195] Probing system
2022-11-17 14:07:17,779 DEBUG   HandlerThread:20600 [system_info.py:_probe_git():180] Probing git
2022-11-17 14:07:17,933 DEBUG   HandlerThread:20600 [system_info.py:_probe_git():188] Probing git done
2022-11-17 14:07:17,933 DEBUG   HandlerThread:20600 [system_info.py:probe():241] Probing system done
2022-11-17 14:07:17,933 DEBUG   HandlerThread:20600 [system_monitor.py:probe():177] {'os': 'Windows-10-10.0.19041-SP0', 'python': '3.9.13', 'heartbeatAt': '2022-11-17T13:07:17.776200', 'startedAt': '2022-11-17T13:07:17.021757', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': 'https://github.com/cloudIT4IPM/intellizenz-model-training.git', 'commit': '943a0b83603cedb5e3b247e89dd7b2c8755d8316'}, 'email': 'sgopalakrish@it4ipm.de', 'root': 'C:/Users/sgopalakrish/Downloads/intellizenz-model-training', 'host': 'PCML1090', 'username': 'sgopalakrish', 'executable': 'c:\\Users\\sgopalakrish\\AppData\\Local\\pypoetry\\Cache\\virtualenvs\\intellizenz-model-training-LRwJb8pv-py3.9\\Scripts\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3301.0, 'min': 0.0, 'max': 3301.0}, 'cpu_freq_per_core': [{'current': 3301.0, 'min': 0.0, 'max': 3301.0}], 'disk': {'total': 953.6455039978027, 'used': 395.86132049560547}, 'gpu': 'NVIDIA GeForce RTX 3060 Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060 Laptop GPU', 'memory_total': 6442450944}], 'memory': {'total': 31.36571502685547}}
2022-11-17 14:07:17,933 INFO    HandlerThread:20600 [system_monitor.py:probe():178] Finished collecting system info
2022-11-17 14:07:17,933 INFO    HandlerThread:20600 [system_monitor.py:probe():181] Publishing system info
2022-11-17 14:07:17,933 DEBUG   HandlerThread:20600 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2022-11-17 14:07:17,938 DEBUG   HandlerThread:20600 [system_info.py:_save_pip():67] Saving pip packages done
2022-11-17 14:07:17,938 INFO    HandlerThread:20600 [system_monitor.py:probe():183] Finished publishing system info
2022-11-17 14:07:18,132 DEBUG   SenderThread:20600 [sender.py:send():303] send: files
2022-11-17 14:07:18,132 INFO    SenderThread:20600 [sender.py:_save_file():1171] saving file wandb-metadata.json with policy now
2022-11-17 14:07:18,153 DEBUG   HandlerThread:20600 [handler.py:handle_request():139] handle_request: stop_status
2022-11-17 14:07:18,154 DEBUG   SenderThread:20600 [sender.py:send_request():317] send_request: stop_status
2022-11-17 14:07:18,347 DEBUG   SenderThread:20600 [sender.py:send():303] send: telemetry
2022-11-17 14:07:18,404 DEBUG   SenderThread:20600 [sender.py:send():303] send: config
2022-11-17 14:07:18,581 INFO    Thread-17 :20600 [dir_watcher.py:_on_file_created():275] file/dir created: c:\Users\sgopalakrish\Downloads\intellizenz-model-training\Neuro-symbolic-AI\SLASH\TabNet\wandb\run-20221117_140717-1ask20ne\files\wandb-summary.json
2022-11-17 14:07:18,583 INFO    Thread-17 :20600 [dir_watcher.py:_on_file_created():275] file/dir created: c:\Users\sgopalakrish\Downloads\intellizenz-model-training\Neuro-symbolic-AI\SLASH\TabNet\wandb\run-20221117_140717-1ask20ne\files\wandb-metadata.json
2022-11-17 14:07:18,583 INFO    Thread-17 :20600 [dir_watcher.py:_on_file_created():275] file/dir created: c:\Users\sgopalakrish\Downloads\intellizenz-model-training\Neuro-symbolic-AI\SLASH\TabNet\wandb\run-20221117_140717-1ask20ne\files\requirements.txt
2022-11-17 14:07:18,615 DEBUG   HandlerThread:20600 [handler.py:handle_request():139] handle_request: log_artifact
2022-11-17 14:07:18,616 DEBUG   SenderThread:20600 [sender.py:send_request():317] send_request: log_artifact
